dataset,fold,seed,method,cost_ratio,C_rev,B,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
Cross-Cultural,1,42,cs_budget_selected,2.0,2.0,0.8,484,242,242,3,481,481,3,0,120,46,196,119,0.49586776859504134,0.19008264462809918,0.006198347107438017,0.993801652892562,0.993801652892562,0.6508264462809917,0.49173553719008267,0.8099173553719008,218.0,0.45041322314049587
Cross-Cultural,1,42,s2_oracle_scalar_alpha,2.0,2.0,0.8,484,242,242,4,480,480,0,4,77,70,171,162,0.3181818181818182,0.2892561983471074,0.008264462809917356,0.9917355371900827,0.9917355371900827,0.6962809917355371,0.6818181818181818,0.7107438016528925,225.0,0.46487603305785125
Cross-Cultural,1,42,cs_mondrian,3.0,0.25,,484,242,242,332,152,152,0,332,27,4,85,36,0.1115702479338843,0.01652892561983471,0.6859504132231405,0.3140495867768595,0.3140495867768595,0.9359504132231405,0.8884297520661157,0.9834710743801653,122.0,0.25206611570247933
Cross-Cultural,1,42,s1_reverse,3.0,0.25,,484,242,242,348,136,136,0,348,10,14,34,78,0.04132231404958678,0.05785123966942149,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9504132231404959,0.9586776859504132,0.9421487603305785,139.0,0.2871900826446281
Cross-Cultural,1,42,cs_budget_selected,3.0,0.25,0.6,484,242,242,297,187,187,0,297,36,5,103,43,0.1487603305785124,0.02066115702479339,0.6136363636363636,0.38636363636363635,0.38636363636363635,0.9152892561983471,0.8512396694214877,0.9793388429752066,125.25,0.2587809917355372
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,0.25,0.6,484,242,242,290,194,194,0,290,24,14,81,75,0.09917355371900827,0.05785123966942149,0.5991735537190083,0.40082644628099173,0.40082644628099173,0.9214876033057852,0.9008264462809917,0.9421487603305785,138.5,0.28615702479338845
Cross-Cultural,1,42,cs_budget_selected,3.0,0.25,0.7,484,242,242,341,143,143,0,341,24,3,81,35,0.09917355371900827,0.012396694214876033,0.7045454545454546,0.29545454545454547,0.29545454545454547,0.9442148760330579,0.9008264462809917,0.987603305785124,118.25,0.24431818181818182
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,0.25,0.7,484,242,242,347,137,137,0,347,15,10,59,53,0.06198347107438017,0.04132231404958678,0.7169421487603306,0.2830578512396694,0.2830578512396694,0.9483471074380165,0.9380165289256198,0.9586776859504132,131.75,0.2722107438016529
Cross-Cultural,1,42,cs_budget_selected,3.0,0.25,0.8,484,242,242,341,143,143,0,341,24,3,81,35,0.09917355371900827,0.012396694214876033,0.7045454545454546,0.29545454545454547,0.29545454545454547,0.9442148760330579,0.9008264462809917,0.987603305785124,118.25,0.24431818181818182
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,0.25,0.8,484,242,242,394,90,90,0,394,11,4,36,39,0.045454545454545456,0.01652892561983471,0.8140495867768595,0.1859504132231405,0.1859504132231405,0.96900826446281,0.9545454545454546,0.9834710743801653,121.5,0.2510330578512397
Cross-Cultural,1,42,cs_mondrian,3.0,0.5,,484,242,242,332,152,152,0,332,27,4,85,36,0.1115702479338843,0.01652892561983471,0.6859504132231405,0.3140495867768595,0.3140495867768595,0.9359504132231405,0.8884297520661157,0.9834710743801653,205.0,0.42355371900826444
Cross-Cultural,1,42,s1_reverse,3.0,0.5,,484,242,242,348,136,136,0,348,10,14,34,78,0.04132231404958678,0.05785123966942149,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9504132231404959,0.9586776859504132,0.9421487603305785,226.0,0.4669421487603306
Cross-Cultural,1,42,cs_budget_selected,3.0,0.5,0.6,484,242,242,45,439,439,0,45,124,20,199,96,0.512396694214876,0.08264462809917356,0.09297520661157024,0.9070247933884298,0.9070247933884298,0.7024793388429752,0.48760330578512395,0.9173553719008265,206.5,0.42665289256198347
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,0.5,0.6,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,210.5,0.43491735537190085
Cross-Cultural,1,42,cs_budget_selected,3.0,0.5,0.7,484,242,242,45,439,439,0,45,124,20,199,96,0.512396694214876,0.08264462809917356,0.09297520661157024,0.9070247933884298,0.9070247933884298,0.7024793388429752,0.48760330578512395,0.9173553719008265,206.5,0.42665289256198347
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,0.5,0.7,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,210.5,0.43491735537190085
Cross-Cultural,1,42,cs_budget_selected,3.0,0.5,0.8,484,242,242,45,439,439,0,45,124,20,199,96,0.512396694214876,0.08264462809917356,0.09297520661157024,0.9070247933884298,0.9070247933884298,0.7024793388429752,0.48760330578512395,0.9173553719008265,206.5,0.42665289256198347
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,0.5,0.8,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,210.5,0.43491735537190085
Cross-Cultural,1,42,cs_mondrian,3.0,1.0,,484,242,242,332,152,152,0,332,27,4,85,36,0.1115702479338843,0.01652892561983471,0.6859504132231405,0.3140495867768595,0.3140495867768595,0.9359504132231405,0.8884297520661157,0.9834710743801653,371.0,0.7665289256198347
Cross-Cultural,1,42,s1_reverse,3.0,1.0,,484,242,242,348,136,136,0,348,10,14,34,78,0.04132231404958678,0.05785123966942149,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9504132231404959,0.9586776859504132,0.9421487603305785,400.0,0.8264462809917356
Cross-Cultural,1,42,cs_budget_selected,3.0,1.0,0.6,484,242,242,9,475,475,0,9,136,28,209,102,0.5619834710743802,0.11570247933884298,0.01859504132231405,0.981404958677686,0.981404958677686,0.6611570247933884,0.4380165289256198,0.8842975206611571,229.0,0.4731404958677686
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,1.0,0.6,484,242,242,98,386,386,0,98,55,53,153,125,0.22727272727272727,0.2190082644628099,0.2024793388429752,0.7975206611570248,0.7975206611570248,0.7768595041322314,0.7727272727272727,0.78099173553719,312.0,0.6446280991735537
Cross-Cultural,1,42,cs_budget_selected,3.0,1.0,0.7,484,242,242,9,475,475,0,9,136,28,209,102,0.5619834710743802,0.11570247933884298,0.01859504132231405,0.981404958677686,0.981404958677686,0.6611570247933884,0.4380165289256198,0.8842975206611571,229.0,0.4731404958677686
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,1.0,0.7,484,242,242,98,386,386,0,98,55,53,153,125,0.22727272727272727,0.2190082644628099,0.2024793388429752,0.7975206611570248,0.7975206611570248,0.7768595041322314,0.7727272727272727,0.78099173553719,312.0,0.6446280991735537
Cross-Cultural,1,42,cs_budget_selected,3.0,1.0,0.8,484,242,242,9,475,475,0,9,136,28,209,102,0.5619834710743802,0.11570247933884298,0.01859504132231405,0.981404958677686,0.981404958677686,0.6611570247933884,0.4380165289256198,0.8842975206611571,229.0,0.4731404958677686
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,1.0,0.8,484,242,242,98,386,386,0,98,55,53,153,125,0.22727272727272727,0.2190082644628099,0.2024793388429752,0.7975206611570248,0.7975206611570248,0.7768595041322314,0.7727272727272727,0.78099173553719,312.0,0.6446280991735537
Cross-Cultural,1,42,cs_mondrian,3.0,2.0,,484,242,242,332,152,152,0,332,27,4,85,36,0.1115702479338843,0.01652892561983471,0.6859504132231405,0.3140495867768595,0.3140495867768595,0.9359504132231405,0.8884297520661157,0.9834710743801653,703.0,1.4524793388429753
Cross-Cultural,1,42,s1_reverse,3.0,2.0,,484,242,242,348,136,136,0,348,10,14,34,78,0.04132231404958678,0.05785123966942149,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9504132231404959,0.9586776859504132,0.9421487603305785,748.0,1.5454545454545454
Cross-Cultural,1,42,cs_budget_selected,3.0,2.0,0.6,484,242,242,9,475,475,0,9,136,28,209,102,0.5619834710743802,0.11570247933884298,0.01859504132231405,0.981404958677686,0.981404958677686,0.6611570247933884,0.4380165289256198,0.8842975206611571,238.0,0.49173553719008267
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,2.0,0.6,484,242,242,4,480,480,0,4,77,70,171,162,0.3181818181818182,0.2892561983471074,0.008264462809917356,0.9917355371900827,0.9917355371900827,0.6962809917355371,0.6818181818181818,0.7107438016528925,295.0,0.609504132231405
Cross-Cultural,1,42,cs_budget_selected,3.0,2.0,0.7,484,242,242,9,475,475,0,9,136,28,209,102,0.5619834710743802,0.11570247933884298,0.01859504132231405,0.981404958677686,0.981404958677686,0.6611570247933884,0.4380165289256198,0.8842975206611571,238.0,0.49173553719008267
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,2.0,0.7,484,242,242,4,480,480,0,4,77,70,171,162,0.3181818181818182,0.2892561983471074,0.008264462809917356,0.9917355371900827,0.9917355371900827,0.6962809917355371,0.6818181818181818,0.7107438016528925,295.0,0.609504132231405
Cross-Cultural,1,42,cs_budget_selected,3.0,2.0,0.8,484,242,242,9,475,475,0,9,136,28,209,102,0.5619834710743802,0.11570247933884298,0.01859504132231405,0.981404958677686,0.981404958677686,0.6611570247933884,0.4380165289256198,0.8842975206611571,238.0,0.49173553719008267
Cross-Cultural,1,42,s2_oracle_scalar_alpha,3.0,2.0,0.8,484,242,242,4,480,480,0,4,77,70,171,162,0.3181818181818182,0.2892561983471074,0.008264462809917356,0.9917355371900827,0.9917355371900827,0.6962809917355371,0.6818181818181818,0.7107438016528925,295.0,0.609504132231405
Cross-Cultural,1,42,cs_mondrian,5.0,0.25,,484,242,242,348,136,136,0,348,27,2,85,22,0.1115702479338843,0.008264462809917356,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9400826446280992,0.8884297520661157,0.9917355371900827,124.0,0.256198347107438
Cross-Cultural,1,42,s1_reverse,5.0,0.25,,484,242,242,361,123,123,0,361,5,14,26,78,0.02066115702479339,0.05785123966942149,0.7458677685950413,0.25413223140495866,0.25413223140495866,0.9607438016528925,0.9793388429752066,0.9421487603305785,165.25,0.34142561983471076
Cross-Cultural,1,42,cs_budget_selected,5.0,0.25,0.6,484,242,242,282,202,202,0,282,40,4,122,36,0.1652892561983471,0.01652892561983471,0.5826446280991735,0.41735537190082644,0.41735537190082644,0.9090909090909091,0.8347107438016529,0.9834710743801653,130.5,0.26962809917355374
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,0.25,0.6,484,242,242,290,194,194,0,290,24,14,81,75,0.09917355371900827,0.05785123966942149,0.5991735537190083,0.40082644628099173,0.40082644628099173,0.9214876033057852,0.9008264462809917,0.9421487603305785,166.5,0.3440082644628099
Cross-Cultural,1,42,cs_budget_selected,5.0,0.25,0.7,484,242,242,355,129,129,0,355,24,2,81,22,0.09917355371900827,0.008264462809917356,0.7334710743801653,0.2665289256198347,0.2665289256198347,0.9462809917355371,0.9008264462809917,0.9917355371900827,122.75,0.25361570247933884
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,0.25,0.7,484,242,242,347,137,137,0,347,15,10,59,53,0.06198347107438017,0.04132231404958678,0.7169421487603306,0.2830578512396694,0.2830578512396694,0.9483471074380165,0.9380165289256198,0.9586776859504132,151.75,0.3135330578512397
Cross-Cultural,1,42,cs_budget_selected,5.0,0.25,0.8,484,242,242,386,98,98,0,386,16,2,62,18,0.06611570247933884,0.008264462809917356,0.7975206611570248,0.2024793388429752,0.2024793388429752,0.9628099173553719,0.9338842975206612,0.9917355371900827,122.5,0.253099173553719
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,0.25,0.8,484,242,242,394,90,90,0,394,11,4,36,39,0.045454545454545456,0.01652892561983471,0.8140495867768595,0.1859504132231405,0.1859504132231405,0.96900826446281,0.9545454545454546,0.9834710743801653,129.5,0.2675619834710744
Cross-Cultural,1,42,cs_mondrian,5.0,0.5,,484,242,242,348,136,136,0,348,27,2,85,22,0.1115702479338843,0.008264462809917356,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9400826446280992,0.8884297520661157,0.9917355371900827,211.0,0.4359504132231405
Cross-Cultural,1,42,s1_reverse,5.0,0.5,,484,242,242,361,123,123,0,361,5,14,26,78,0.02066115702479339,0.05785123966942149,0.7458677685950413,0.25413223140495866,0.25413223140495866,0.9607438016528925,0.9793388429752066,0.9421487603305785,255.5,0.5278925619834711
Cross-Cultural,1,42,cs_budget_selected,5.0,0.5,0.6,484,242,242,228,256,256,0,228,55,5,153,43,0.22727272727272727,0.02066115702479339,0.47107438016528924,0.5289256198347108,0.5289256198347108,0.8760330578512396,0.7727272727272727,0.9793388429752066,194.0,0.40082644628099173
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,0.5,0.6,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,238.5,0.4927685950413223
Cross-Cultural,1,42,cs_budget_selected,5.0,0.5,0.7,484,242,242,228,256,256,0,228,55,5,153,43,0.22727272727272727,0.02066115702479339,0.47107438016528924,0.5289256198347108,0.5289256198347108,0.8760330578512396,0.7727272727272727,0.9793388429752066,194.0,0.40082644628099173
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,0.5,0.7,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,238.5,0.4927685950413223
Cross-Cultural,1,42,cs_budget_selected,5.0,0.5,0.8,484,242,242,228,256,256,0,228,55,5,153,43,0.22727272727272727,0.02066115702479339,0.47107438016528924,0.5289256198347108,0.5289256198347108,0.8760330578512396,0.7727272727272727,0.9793388429752066,194.0,0.40082644628099173
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,0.5,0.8,484,242,242,374,110,110,0,374,13,4,53,40,0.05371900826446281,0.01652892561983471,0.7727272727272727,0.22727272727272727,0.22727272727272727,0.9648760330578512,0.9462809917355371,0.9834710743801653,220.0,0.45454545454545453
Cross-Cultural,1,42,cs_mondrian,5.0,1.0,,484,242,242,348,136,136,0,348,27,2,85,22,0.1115702479338843,0.008264462809917356,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9400826446280992,0.8884297520661157,0.9917355371900827,385.0,0.7954545454545454
Cross-Cultural,1,42,s1_reverse,5.0,1.0,,484,242,242,361,123,123,0,361,5,14,26,78,0.02066115702479339,0.05785123966942149,0.7458677685950413,0.25413223140495866,0.25413223140495866,0.9607438016528925,0.9793388429752066,0.9421487603305785,436.0,0.9008264462809917
Cross-Cultural,1,42,cs_budget_selected,5.0,1.0,0.6,484,242,242,58,426,426,0,58,134,14,203,75,0.5537190082644629,0.05785123966942149,0.11983471074380166,0.8801652892561983,0.8801652892561983,0.6942148760330579,0.4462809917355372,0.9421487603305785,262.0,0.5413223140495868
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,1.0,0.6,484,242,242,188,296,296,0,188,41,28,125,102,0.16942148760330578,0.11570247933884298,0.3884297520661157,0.6115702479338843,0.6115702479338843,0.8574380165289256,0.8305785123966942,0.8842975206611571,369.0,0.762396694214876
Cross-Cultural,1,42,cs_budget_selected,5.0,1.0,0.7,484,242,242,58,426,426,0,58,134,14,203,75,0.5537190082644629,0.05785123966942149,0.11983471074380166,0.8801652892561983,0.8801652892561983,0.6942148760330579,0.4462809917355372,0.9421487603305785,262.0,0.5413223140495868
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,1.0,0.7,484,242,242,188,296,296,0,188,41,28,125,102,0.16942148760330578,0.11570247933884298,0.3884297520661157,0.6115702479338843,0.6115702479338843,0.8574380165289256,0.8305785123966942,0.8842975206611571,369.0,0.762396694214876
Cross-Cultural,1,42,cs_budget_selected,5.0,1.0,0.8,484,242,242,58,426,426,0,58,134,14,203,75,0.5537190082644629,0.05785123966942149,0.11983471074380166,0.8801652892561983,0.8801652892561983,0.6942148760330579,0.4462809917355372,0.9421487603305785,262.0,0.5413223140495868
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,1.0,0.8,484,242,242,188,296,296,0,188,41,28,125,102,0.16942148760330578,0.11570247933884298,0.3884297520661157,0.6115702479338843,0.6115702479338843,0.8574380165289256,0.8305785123966942,0.8842975206611571,369.0,0.762396694214876
Cross-Cultural,1,42,cs_mondrian,5.0,2.0,,484,242,242,348,136,136,0,348,27,2,85,22,0.1115702479338843,0.008264462809917356,0.71900826446281,0.2809917355371901,0.2809917355371901,0.9400826446280992,0.8884297520661157,0.9917355371900827,733.0,1.5144628099173554
Cross-Cultural,1,42,s1_reverse,5.0,2.0,,484,242,242,361,123,123,0,361,5,14,26,78,0.02066115702479339,0.05785123966942149,0.7458677685950413,0.25413223140495866,0.25413223140495866,0.9607438016528925,0.9793388429752066,0.9421487603305785,797.0,1.646694214876033
Cross-Cultural,1,42,cs_budget_selected,5.0,2.0,0.6,484,242,242,58,426,426,0,58,134,14,203,75,0.5537190082644629,0.05785123966942149,0.11983471074380166,0.8801652892561983,0.8801652892561983,0.6942148760330579,0.4462809917355372,0.9421487603305785,320.0,0.6611570247933884
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,2.0,0.6,484,242,242,98,386,386,0,98,55,53,153,125,0.22727272727272727,0.2190082644628099,0.2024793388429752,0.7975206611570248,0.7975206611570248,0.7768595041322314,0.7727272727272727,0.78099173553719,516.0,1.0661157024793388
Cross-Cultural,1,42,cs_budget_selected,5.0,2.0,0.7,484,242,242,58,426,426,0,58,134,14,203,75,0.5537190082644629,0.05785123966942149,0.11983471074380166,0.8801652892561983,0.8801652892561983,0.6942148760330579,0.4462809917355372,0.9421487603305785,320.0,0.6611570247933884
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,2.0,0.7,484,242,242,98,386,386,0,98,55,53,153,125,0.22727272727272727,0.2190082644628099,0.2024793388429752,0.7975206611570248,0.7975206611570248,0.7768595041322314,0.7727272727272727,0.78099173553719,516.0,1.0661157024793388
Cross-Cultural,1,42,cs_budget_selected,5.0,2.0,0.8,484,242,242,58,426,426,0,58,134,14,203,75,0.5537190082644629,0.05785123966942149,0.11983471074380166,0.8801652892561983,0.8801652892561983,0.6942148760330579,0.4462809917355372,0.9421487603305785,320.0,0.6611570247933884
Cross-Cultural,1,42,s2_oracle_scalar_alpha,5.0,2.0,0.8,484,242,242,98,386,386,0,98,55,53,153,125,0.22727272727272727,0.2190082644628099,0.2024793388429752,0.7975206611570248,0.7975206611570248,0.7768595041322314,0.7727272727272727,0.78099173553719,516.0,1.0661157024793388
Cross-Cultural,1,42,cs_mondrian,10.0,0.25,,484,242,242,354,130,130,0,354,27,2,85,16,0.1115702479338843,0.008264462809917356,0.731404958677686,0.26859504132231404,0.26859504132231404,0.9400826446280992,0.8884297520661157,0.9917355371900827,135.5,0.2799586776859504
Cross-Cultural,1,42,s1_reverse,10.0,0.25,,484,242,242,377,107,107,0,377,3,14,12,78,0.012396694214876033,0.05785123966942149,0.7789256198347108,0.22107438016528927,0.22107438016528927,0.9648760330578512,0.987603305785124,0.9421487603305785,237.25,0.49018595041322316
Cross-Cultural,1,42,cs_budget_selected,10.0,0.25,0.6,484,242,242,235,249,249,0,235,60,3,156,30,0.24793388429752067,0.012396694214876033,0.4855371900826446,0.5144628099173554,0.5144628099173554,0.8698347107438017,0.7520661157024794,0.987603305785124,148.75,0.30733471074380164
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,0.25,0.6,484,242,242,290,194,194,0,290,24,14,81,75,0.09917355371900827,0.05785123966942149,0.5991735537190083,0.40082644628099173,0.40082644628099173,0.9214876033057852,0.9008264462809917,0.9421487603305785,236.5,0.48863636363636365
Cross-Cultural,1,42,cs_budget_selected,10.0,0.25,0.7,484,242,242,340,144,144,0,340,29,2,95,18,0.11983471074380166,0.008264462809917356,0.7024793388429752,0.2975206611570248,0.2975206611570248,0.9359504132231405,0.8801652892561983,0.9917355371900827,134.0,0.2768595041322314
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,0.25,0.7,484,242,242,347,137,137,0,347,15,10,59,53,0.06198347107438017,0.04132231404958678,0.7169421487603306,0.2830578512396694,0.2830578512396694,0.9483471074380165,0.9380165289256198,0.9586776859504132,201.75,0.4168388429752066
Cross-Cultural,1,42,cs_budget_selected,10.0,0.25,0.8,484,242,242,394,90,90,0,394,16,0,62,12,0.06611570247933884,0.0,0.8140495867768595,0.1859504132231405,0.1859504132231405,0.9669421487603306,0.9338842975206612,1.0,114.5,0.2365702479338843
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,0.25,0.8,484,242,242,394,90,90,0,394,11,4,36,39,0.045454545454545456,0.01652892561983471,0.8140495867768595,0.1859504132231405,0.1859504132231405,0.96900826446281,0.9545454545454546,0.9834710743801653,149.5,0.30888429752066116
Cross-Cultural,1,42,cs_mondrian,10.0,0.5,,484,242,242,354,130,130,0,354,27,2,85,16,0.1115702479338843,0.008264462809917356,0.731404958677686,0.26859504132231404,0.26859504132231404,0.9400826446280992,0.8884297520661157,0.9917355371900827,224.0,0.4628099173553719
Cross-Cultural,1,42,s1_reverse,10.0,0.5,,484,242,242,377,107,107,0,377,3,14,12,78,0.012396694214876033,0.05785123966942149,0.7789256198347108,0.22107438016528927,0.22107438016528927,0.9648760330578512,0.987603305785124,0.9421487603305785,331.5,0.6849173553719008
Cross-Cultural,1,42,cs_budget_selected,10.0,0.5,0.6,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,233.5,0.4824380165289256
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,0.5,0.6,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,308.5,0.637396694214876
Cross-Cultural,1,42,cs_budget_selected,10.0,0.5,0.7,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,233.5,0.4824380165289256
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,0.5,0.7,484,242,242,347,137,137,0,347,15,10,59,53,0.06198347107438017,0.04132231404958678,0.7169421487603306,0.2830578512396694,0.2830578512396694,0.9483471074380165,0.9380165289256198,0.9586776859504132,288.5,0.5960743801652892
Cross-Cultural,1,42,cs_budget_selected,10.0,0.5,0.8,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,233.5,0.4824380165289256
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,0.5,0.8,484,242,242,374,110,110,0,374,13,4,53,40,0.05371900826446281,0.01652892561983471,0.7727272727272727,0.22727272727272727,0.22727272727272727,0.9648760330578512,0.9462809917355371,0.9834710743801653,240.0,0.49586776859504134
Cross-Cultural,1,42,cs_mondrian,10.0,1.0,,484,242,242,354,130,130,0,354,27,2,85,16,0.1115702479338843,0.008264462809917356,0.731404958677686,0.26859504132231404,0.26859504132231404,0.9400826446280992,0.8884297520661157,0.9917355371900827,401.0,0.8285123966942148
Cross-Cultural,1,42,s1_reverse,10.0,1.0,,484,242,242,377,107,107,0,377,3,14,12,78,0.012396694214876033,0.05785123966942149,0.7789256198347108,0.22107438016528927,0.22107438016528927,0.9648760330578512,0.987603305785124,0.9421487603305785,520.0,1.0743801652892562
Cross-Cultural,1,42,cs_budget_selected,10.0,1.0,0.6,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,283.0,0.5847107438016529
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,1.0,0.6,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,451.0,0.9318181818181818
Cross-Cultural,1,42,cs_budget_selected,10.0,1.0,0.7,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,283.0,0.5847107438016529
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,1.0,0.7,484,242,242,285,199,199,0,285,26,14,84,75,0.10743801652892562,0.05785123966942149,0.5888429752066116,0.41115702479338845,0.41115702479338845,0.9173553719008265,0.8925619834710744,0.9421487603305785,451.0,0.9318181818181818
Cross-Cultural,1,42,cs_budget_selected,10.0,1.0,0.8,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,283.0,0.5847107438016529
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,1.0,0.8,484,242,242,374,110,110,0,374,13,4,53,40,0.05371900826446281,0.01652892561983471,0.7727272727272727,0.22727272727272727,0.22727272727272727,0.9648760330578512,0.9462809917355371,0.9834710743801653,427.0,0.8822314049586777
Cross-Cultural,1,42,cs_mondrian,10.0,2.0,,484,242,242,354,130,130,0,354,27,2,85,16,0.1115702479338843,0.008264462809917356,0.731404958677686,0.26859504132231404,0.26859504132231404,0.9400826446280992,0.8884297520661157,0.9917355371900827,755.0,1.5599173553719008
Cross-Cultural,1,42,s1_reverse,10.0,2.0,,484,242,242,377,107,107,0,377,3,14,12,78,0.012396694214876033,0.05785123966942149,0.7789256198347108,0.22107438016528927,0.22107438016528927,0.9648760330578512,0.987603305785124,0.9421487603305785,897.0,1.853305785123967
Cross-Cultural,1,42,cs_budget_selected,10.0,2.0,0.6,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,382.0,0.7892561983471075
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,2.0,0.6,484,242,242,181,303,303,0,181,41,31,127,104,0.16942148760330578,0.128099173553719,0.3739669421487603,0.6260330578512396,0.6260330578512396,0.8512396694214877,0.8305785123966942,0.871900826446281,713.0,1.4731404958677685
Cross-Cultural,1,42,cs_budget_selected,10.0,2.0,0.7,484,242,242,99,385,385,0,99,134,5,203,43,0.5537190082644629,0.02066115702479339,0.20454545454545456,0.7954545454545454,0.7954545454545454,0.7128099173553719,0.4462809917355372,0.9793388429752066,382.0,0.7892561983471075
Cross-Cultural,1,42,s2_oracle_scalar_alpha,10.0,2.0,0.7,484,242,242,181,303,303,0,181,41,31,127,104,0.16942148760330578,0.128099173553719,0.3739669421487603,0.6260330578512396,0.6260330578512396,0.8512396694214877,0.8305785123966942,0.871900826446281,713.0,1.4731404958677685
