dataset,config,method,B,cost_ratio,C_rev,n_subjects,mean_delta,median_delta,ci_2.5,ci_97.5,permutation_p,wilcoxon_p,sign_p,n_positive,n_negative,n_zero,cs_wins_pct,holm_p
MDPE,OADNet_text,s3_empirical_equal_risk,,5.0,2.0,191,-0.0009200242810531895,4.4408920985006264e-17,-0.012586548675923822,0.01064202519159268,0.8729,0.7217848182141255,0.7154689293504803,97,91,3,47.64397905759162,
MDPE,OADNet_text,s3_empirical_equal_risk,,10.0,0.25,191,0.20927659534107293,0.14375000000000002,0.17518996841566128,0.2450160648569694,0.0,2.044311399355244e-23,4.6330870548459496e-11,140,50,1,26.17801047120419,
MDPE,OADNet_text,s3_empirical_equal_risk,,10.0,0.5,191,0.19352853023749908,0.13333333333333336,0.16133548163745354,0.22740406138553756,0.0,1.2972518003344386e-22,2.41279437547409e-11,140,49,2,25.654450261780106,
MDPE,OADNet_text,s3_empirical_equal_risk,,10.0,1.0,191,0.16203240003035133,0.10833333333333332,0.13326063244555733,0.19315018210789894,0.0,2.161838007831145e-20,1.806437610887186e-14,145,42,4,21.98952879581152,
MDPE,OADNet_text,s3_empirical_equal_risk,,10.0,2.0,191,0.09904013961605586,0.06666666666666665,0.07436167387510433,0.12458390242051745,0.0,2.2058397164201205e-11,5.732642324625658e-07,129,60,2,31.413612565445025,
MDPE,OADNet_audio,s3_empirical_equal_risk,,1.0,0.25,191,-0.003992620836178769,0.0,-0.0071226003490401394,-0.0009159813908490814,0.0124,0.06959941935568492,0.3671138447980253,82,95,14,49.73821989528796,
MDPE,OADNet_audio,s3_empirical_equal_risk,,1.0,0.5,191,-0.0017385613475984526,-1.1102230246251566e-17,-0.0039637633735488285,0.0005274252598831471,0.1418,0.0537296558434519,0.06773846291156918,74,99,18,51.832460732984295,
MDPE,OADNet_audio,s3_empirical_equal_risk,,1.0,1.0,191,0.0027695576295621825,0.0,-0.0039951817285074735,0.009598603839441536,0.4301,0.6298963956729784,0.4070872345039546,82,94,15,49.21465968586388,
MDPE,OADNet_audio,s3_empirical_equal_risk,,1.0,2.0,191,0.01178579558388345,0.0,-0.0062190321723954705,0.029826286137036178,0.2098,0.41951778950090957,0.603970659729229,87,95,9,49.73821989528796,
MDPE,OADNet_audio,s3_empirical_equal_risk,,2.0,0.25,191,-0.00018542757417102957,-0.002083333333333326,-0.005946249715456407,0.0056392746035359275,0.9504,0.511426560264314,0.41747929168161513,86,98,7,51.30890052356021,
MDPE,OADNet_audio,s3_empirical_equal_risk,,2.0,0.5,191,3.88876242507023e-05,0.0,-0.0030820102056301675,0.0033320528871689805,0.9861,0.6320813442904158,0.5957764574073556,83,91,17,47.64397905759162,
MDPE,OADNet_audio,s3_empirical_equal_risk,,2.0,1.0,191,0.0004875180210941641,0.0,-0.00483349457470218,0.00564539229076561,0.8498,0.7198703901367556,0.5957764574073556,91,83,17,43.455497382198956,
MDPE,OADNet_audio,s3_empirical_equal_risk,,2.0,2.0,191,0.0013847788147810863,0.0,-0.01639540177555202,0.019315198421731534,0.8765,0.8772692209657673,0.8818760916964361,89,92,10,48.167539267015705,
MDPE,OADNet_audio,s3_empirical_equal_risk,,3.0,0.25,191,0.014014246149176719,-5.551115123125783e-18,0.005348411772516883,0.022880339934744667,0.0018,0.0783016455787554,0.6592367635355442,89,96,6,50.26178010471204,
MDPE,OADNet_audio,s3_empirical_equal_risk,,3.0,0.5,191,0.013199977236512637,2.2204460492503132e-17,0.00715302280142651,0.019571856741786173,0.0,0.0014926386762133305,0.2634986448445625,98,82,11,42.93193717277487,0.0
MDPE,OADNet_audio,s3_empirical_equal_risk,,3.0,1.0,191,0.01157143941118446,0.008333333333333326,0.006561385537597698,0.016492288868654677,0.0,1.1119912300913318e-05,0.00022108069170281456,110,61,20,31.93717277486911,
MDPE,OADNet_audio,s3_empirical_equal_risk,,3.0,2.0,191,0.008314363760528113,0.0,-0.007644974960163896,0.02457934972304423,0.3061,0.6356644068763959,1.0,92,93,6,48.69109947643979,
MDPE,OADNet_audio,s3_empirical_equal_risk,,5.0,0.25,191,0.04333836027012672,-0.002083333333333326,0.02818090095986038,0.05924068356855603,0.0,0.0005901195178729557,0.9421914836304657,94,96,1,50.26178010471204,
MDPE,OADNet_audio,s3_empirical_equal_risk,,5.0,0.5,191,0.04232585932164807,0.004166666666666674,0.029924145420745125,0.05595843766598376,0.0,1.8450022284805728e-06,0.04624472804214922,106,78,7,40.83769633507853,
MDPE,OADNet_audio,s3_empirical_equal_risk,,5.0,1.0,191,0.04030085742469079,0.025000000000000022,0.030861503148949088,0.05020876014872145,0.0,1.492797581303989e-14,5.3797561433867675e-11,133,46,12,24.083769633507853,
MDPE,OADNet_audio,s3_empirical_equal_risk,,5.0,2.0,191,0.03625085363077622,0.016666666666666653,0.021433720312618556,0.052143609150921914,0.0,0.00015569230701194196,0.012697856741469359,111,76,4,39.79057591623037,
MDPE,OADNet_audio,s3_empirical_equal_risk,,10.0,0.25,191,0.125032722513089,0.03541666666666666,0.09451248197890585,0.15764158414902496,0.0,1.2241953043335257e-08,0.3456448635746161,102,88,1,46.07329842931937,
MDPE,OADNet_audio,s3_empirical_equal_risk,,10.0,0.5,191,0.12397469458987782,0.04583333333333332,0.09613826921617723,0.15409363381136656,0.0,2.6164699064829634e-12,0.0009180999579128616,116,70,5,36.64921465968586,
MDPE,OADNet_audio,s3_empirical_equal_risk,,10.0,1.0,191,0.12185863874345551,0.05833333333333335,0.09735042491843084,0.1468741937931558,0.0,5.764486010441489e-22,2.2650807647215224e-18,149,34,8,17.801047120418847,
MDPE,OADNet_audio,s3_empirical_equal_risk,,10.0,2.0,191,0.11762652705061083,0.0916666666666666,0.09617919606950451,0.13998060361180664,0.0,1.8380864478988618e-19,2.0861836491005176e-15,148,41,2,21.465968586387437,
SEUMLD,OADNet_text,s4_prevalence_inverse,,1.0,0.25,76,-0.009800889699536847,-0.005495169082125603,-0.0157628661195834,-0.0038508540707741725,0.0022,0.008666765224416478,0.08464609267083598,30,46,0,60.526315789473685,
SEUMLD,OADNet_text,s4_prevalence_inverse,,1.0,0.5,76,-0.020461931317040764,-0.012619300106044541,-0.0274130255952293,-0.013646041643291926,0.0,2.0074478493770396e-06,0.0003713401159383162,21,52,3,68.42105263157895,
SEUMLD,OADNet_text,s4_prevalence_inverse,,1.0,1.0,76,-0.041784014552048616,-0.030434782608695664,-0.052380689830364695,-0.031549181114410386,0.0,4.884718406498315e-11,5.154208808246549e-11,10,65,1,85.52631578947368,
SEUMLD,OADNet_text,s4_prevalence_inverse,,1.0,2.0,76,-0.08442818102206429,-0.07525252525252524,-0.10393837501909864,-0.06614978620384783,0.0,7.959060882424554e-12,4.334352264140022e-12,9,67,0,88.1578947368421,
SEUMLD,OADNet_text,s4_prevalence_inverse,,2.0,0.25,76,0.012011207538818368,0.0036403508771929768,-0.002691028785227641,0.02727793412562253,0.1257,0.3420881720140794,0.7310088822226056,40,36,0,47.368421052631575,
SEUMLD,OADNet_text,s4_prevalence_inverse,,2.0,0.5,76,-0.007015805970849676,-0.00783619817997978,-0.022536904272062293,0.00846688276497649,0.3873,0.2701219965981041,0.42219110499231566,34,42,0,55.26315789473685,
SEUMLD,OADNet_text,s4_prevalence_inverse,,2.0,1.0,76,-0.045069832990185764,-0.035277777777777755,-0.064852778820487,-0.02610930858724127,0.0001,8.82405591213574e-05,0.005228243004014281,25,50,1,65.78947368421053,
SEUMLD,OADNet_text,s4_prevalence_inverse,,2.0,2.0,76,-0.12117788702885797,-0.10306577480490525,-0.15223379673643245,-0.09119443445728594,0.0,4.791434062176256e-10,9.842847414734726e-08,15,61,0,80.26315789473685,
SEUMLD,OADNet_text,s4_prevalence_inverse,,3.0,0.25,76,0.04185374558988825,0.017083333333333325,0.018075447707962614,0.06608471916603721,0.0012,0.008535986883963623,0.13538510529943087,45,31,0,40.78947368421053,
SEUMLD,OADNet_text,s4_prevalence_inverse,,3.0,0.5,76,0.020191356574992197,0.0036413708690330613,-0.004168946862258428,0.04543466961783021,0.1102,0.3089854357062476,0.9087769252754927,39,37,0,48.68421052631579,0.1254
SEUMLD,OADNet_text,s4_prevalence_inverse,,3.0,1.0,76,-0.02313342145479991,-0.026328502415458956,-0.05058193723405598,0.0046162584450548435,0.1027,0.10842831310693538,0.16542794172425662,31,44,1,57.89473684210527,
SEUMLD,OADNet_text,s4_prevalence_inverse,,3.0,2.0,76,-0.10978297751438412,-0.0872222222222222,-0.1484733779230701,-0.071803537984037,0.0,3.870424940863448e-06,0.001761872002940625,24,52,0,68.42105263157895,
SEUMLD,OADNet_text,s4_prevalence_inverse,,5.0,0.25,76,0.09997017761777897,0.06032608695652174,0.06001658646014035,0.14195665448104963,0.0,0.00010995891058062443,0.01544026202090637,49,27,0,35.526315789473685,
SEUMLD,OADNet_text,s4_prevalence_inverse,,5.0,0.5,76,0.07520910096489498,0.03916666666666667,0.033991986542865636,0.11681432012079801,0.0007,0.008799558391416063,0.20673684180839247,44,32,0,42.10526315789473,
SEUMLD,OADNet_text,s4_prevalence_inverse,,5.0,1.0,76,0.02568694765912704,0.004889683959451408,-0.016979544237130998,0.0708230796500637,0.2667,0.563113581717298,0.8175538505509841,39,36,1,47.368421052631575,
SEUMLD,OADNet_text,s4_prevalence_inverse,,5.0,2.0,76,-0.07335735895240886,-0.06532163742690053,-0.1306788571601774,-0.01870532051835388,0.0109,0.027233936992847842,0.050452410247217666,29,47,0,61.8421052631579,
SEUMLD,OADNet_text,s4_prevalence_inverse,,10.0,0.25,76,0.24268245999098234,0.1266304347826087,0.16543345897913717,0.32699170354089047,0.0,8.721292462361694e-07,0.01544026202090637,49,27,0,35.526315789473685,
SEUMLD,OADNet_text,s4_prevalence_inverse,,10.0,0.5,76,0.21519461712033172,0.11966183574879229,0.13616454885741922,0.2976603714514559,0.0,2.5335448015958425e-05,0.028626655508737896,48,28,0,36.84210526315789,
SEUMLD,OADNet_text,s4_prevalence_inverse,,10.0,1.0,76,0.16021893137903057,0.07470930232558139,0.0790369383077006,0.24372024373024193,0.0005,0.006021494997635076,0.20673684180839247,44,32,0,42.10526315789473,
SEUMLD,OADNet_text,s4_prevalence_inverse,,10.0,2.0,76,0.05026755989642826,-0.012077294685990336,-0.039758467936178814,0.1440911878314202,0.2905,0.5446792564175762,0.9087769252754927,37,39,0,51.31578947368421,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,1.0,0.25,76,-0.00862818222762319,-0.009673659673659678,-0.013526061770308299,-0.0035696717297299275,0.0017,0.0008960110649788925,0.001761872002940625,24,52,0,68.42105263157895,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,1.0,0.5,76,-0.013747275169494214,-0.015108695652173914,-0.01877331530460375,-0.008574060275759979,0.0,7.481137064430897e-06,0.0002564885942369215,21,53,2,69.73684210526315,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,1.0,1.0,76,-0.023985461053236266,-0.017786561264822122,-0.03340045971289656,-0.014621108183364656,0.0,1.122566841891376e-05,3.884758279363993e-05,18,53,5,69.73684210526315,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,1.0,2.0,76,-0.04446183282072038,-0.04396135265700481,-0.06586548991527937,-0.023443700722799683,0.0001,0.000244278341257014,0.01544026202090637,27,49,0,64.47368421052632,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,2.0,0.25,76,0.005091231267185935,-0.009032634032634032,-0.006688633493662919,0.017239025039735494,0.4216,0.92986464100001,0.566573442398685,35,41,0,53.94736842105263,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,2.0,0.5,76,-0.0008658552194368643,-0.005361305361305352,-0.012313351238765355,0.011337493494019784,0.8846,0.6669266015654373,0.8175538505509841,36,39,1,51.31578947368421,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,2.0,1.0,76,-0.01278002819268248,-0.004612937433722164,-0.02883060150233072,0.0029991772497511672,0.1249,0.17629726178898097,0.34247099841986794,31,40,5,52.63157894736842,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,2.0,2.0,76,-0.0366083741391737,-0.018644986449864474,-0.06833425578800964,-0.005497358819093055,0.0252,0.045643485916972065,0.20067820312938567,31,43,2,56.57894736842105,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,3.0,0.25,76,0.025375646030687576,-0.006026570048309185,0.005443667467029698,0.047128041300845296,0.0163,0.27012360161446414,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,3.0,0.5,76,0.01868195181343974,0.0026021080368906326,-8.687063090000768e-06,0.038611332784126845,0.0627,0.28384699069978003,0.9087769252754927,39,37,0,48.68421052631579,0.1254
SEUMLD,OADNet_audio,s4_prevalence_inverse,,3.0,1.0,76,0.005294563378944088,0.004547803617571056,-0.01576770816859601,0.026593509954425876,0.6333,0.6569968996973634,0.34247099841986794,40,31,5,40.78947368421053,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,3.0,2.0,76,-0.021480213490047213,0.0028571428571428693,-0.05834672730527818,0.0144942973962589,0.2528,0.39522912738451044,1.0,38,37,1,48.68421052631579,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,5.0,0.25,76,0.07834049866518755,0.0027536231884057877,0.040156905902404734,0.11914666071135806,0.0001,0.020370223023301777,0.9087769252754927,39,37,0,48.68421052631579,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,5.0,0.5,76,0.0695217039195802,0.016473429951690814,0.03400034560088141,0.1084261760710628,0.0002,0.014702830665358407,0.24804574189252784,43,32,1,42.10526315789473,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,5.0,1.0,76,0.05188411442836547,0.0202020202020202,0.01824285460089324,0.08837516631127364,0.0054,0.01464989625075257,0.09592363141082376,43,28,5,36.84210526315789,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,5.0,2.0,76,0.016608935445936012,0.0419512195121952,-0.02690093267029458,0.059214828337238526,0.4614,0.2645390220667405,0.08464609267083598,46,30,0,39.473684210526315,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,10.0,0.25,76,0.2212815012788514,0.018478260869565222,0.13718806171040268,0.31466080971617966,0.0,0.0009919632162532508,0.566573442398685,41,35,0,46.05263157894737,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,10.0,0.5,76,0.20981026845675183,0.03853073463268365,0.1296309805289224,0.29781922229782076,0.0,0.0002322263472373927,0.13538510529943087,45,31,0,40.78947368421053,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,10.0,1.0,76,0.1868678028125527,0.06899313501144164,0.10991150937101998,0.27079117373795314,0.0,6.455083717890637e-05,0.0005349642016498918,51,21,4,27.631578947368425,
SEUMLD,OADNet_audio,s4_prevalence_inverse,,10.0,2.0,76,0.1409828715241545,0.1,0.06752912435095694,0.21675206630186977,0.0002,0.0010010760623647055,0.0007645817391550476,53,23,0,30.263157894736842,
MDPE,OADNet_text,s4_prevalence_inverse,,1.0,0.25,191,-0.0032290955307686473,-0.004166666666666663,-0.005027920839972684,-0.001449749601638971,0.0005,0.00035199712830538454,0.00968355509533104,74,110,7,57.59162303664922,
MDPE,OADNet_text,s4_prevalence_inverse,,1.0,0.5,191,-0.006241937931557781,-0.008333333333333314,-0.007727279194172546,-0.004783177782836331,0.0,1.5427978339651864e-12,8.024591151207604e-11,46,132,13,69.10994764397905,
MDPE,OADNet_text,s4_prevalence_inverse,,1.0,1.0,191,-0.012267622733136047,-0.008333333333333349,-0.014929053797708473,-0.009604247287351087,0.0,4.101169411768041e-15,1.1841800255738732e-14,35,133,23,69.63350785340315,
MDPE,OADNet_text,s4_prevalence_inverse,,1.0,2.0,191,-0.024318992336292585,-0.016666666666666698,-0.03099248804916913,-0.017943271492525985,0.0,7.583009319300073e-11,6.951517566970433e-08,57,131,3,68.58638743455498,
MDPE,OADNet_text,s4_prevalence_inverse,,2.0,0.25,191,0.011580449958266941,0.004166666666666663,0.006851252466044464,0.01653626270961378,0.0,0.0003483160572778105,0.0164358569934817,112,78,1,40.83769633507853,
MDPE,OADNet_text,s4_prevalence_inverse,,2.0,0.5,191,0.003734160406707642,-1.1102230246251566e-17,-0.0002363371651870389,0.007822340465892705,0.0673,0.31568261819467125,0.7711746227039273,92,97,2,50.78534031413613,
MDPE,OADNet_text,s4_prevalence_inverse,,2.0,1.0,191,-0.011958418696410959,-0.008333333333333326,-0.016281774034448745,-0.007614339100083469,0.0,1.2501229910916409e-06,2.730264826749428e-05,62,119,10,62.30366492146597,
MDPE,OADNet_text,s4_prevalence_inverse,,2.0,2.0,191,-0.04334357690264816,-0.04166666666666665,-0.05350576675013277,-0.033342628424007884,0.0,3.567363917293169e-13,4.0672472733377856e-10,51,136,4,71.20418848167539,
MDPE,OADNet_text,s4_prevalence_inverse,,3.0,0.25,191,0.037279952955459446,0.031249999999999993,0.029150542529782227,0.045507566488352684,0.0,3.5937424773856564e-13,3.0175689862078705e-07,131,60,0,31.413612565445025,
MDPE,OADNet_text,s4_prevalence_inverse,,3.0,0.5,191,0.026030047803323467,0.016666666666666673,0.01917347200091054,0.03324581246680324,0.0,2.16158198439782e-09,0.00011944598083062452,119,66,6,34.55497382198953,0.0
MDPE,OADNet_text,s4_prevalence_inverse,,3.0,1.0,191,0.003530237499051522,0.008333333333333304,-0.0025381762652705066,0.00983387396615828,0.2522,0.3254017819870796,0.18316836464552844,101,82,8,42.93193717277487,
MDPE,OADNet_text,s4_prevalence_inverse,,3.0,2.0,191,-0.04146938310949238,-0.04166666666666665,-0.05239230025039838,-0.030439904393353062,0.0,6.841831605570514e-11,1.0790020404868343e-06,60,127,4,66.49214659685863,
MDPE,OADNet_text,s4_prevalence_inverse,,5.0,0.25,191,0.09832735791789969,0.06875,0.0816021345511799,0.11570948573488123,0.0,7.39941486527425e-20,3.1264598795579136e-11,141,50,0,26.17801047120419,
MDPE,OADNet_text,s4_prevalence_inverse,,5.0,0.5,191,0.08444779573564001,0.058333333333333307,0.06934747040746642,0.10049652856817663,0.0,4.981895140048841e-18,6.380140059120238e-10,138,53,0,27.748691099476442,
MDPE,OADNet_text,s4_prevalence_inverse,,5.0,1.0,191,0.05668867137112072,0.033333333333333395,0.043702054404734805,0.07032234046589268,0.0,5.05646295149129e-13,4.16237547111214e-08,131,56,4,29.31937172774869,
MDPE,OADNet_text,s4_prevalence_inverse,,5.0,2.0,191,0.001170422642082103,0.008333333333333349,-0.012595843766598376,0.015122733136049771,0.8608,0.6180401977074793,0.27391998687270525,102,86,3,45.0261780104712,
MDPE,OADNet_text,s4_prevalence_inverse,,10.0,0.25,191,0.2674785643827301,0.20625000000000004,0.22937239168373927,0.30658384076940587,0.0,2.378155590664125e-25,3.0443674477449006e-15,149,42,0,21.98952879581152,
MDPE,OADNet_text,s4_prevalence_inverse,,10.0,0.5,191,0.24770657864784884,0.18333333333333335,0.21188085685560362,0.28498712440245844,0.0,8.629109814251876e-25,4.761866709466042e-15,148,42,1,21.98952879581152,
MDPE,OADNet_text,s4_prevalence_inverse,,10.0,1.0,191,0.20816260717808635,0.15000000000000002,0.17503978867895892,0.24107310873359128,0.0,3.4900314033076526e-23,3.586135686776723e-16,150,40,1,20.94240837696335,
MDPE,OADNet_text,s4_prevalence_inverse,,10.0,2.0,191,0.12907466423856134,0.09999999999999995,0.10105058236588511,0.15749838758631146,0.0,1.686285828568253e-14,2.779309612709914e-10,137,51,3,26.701570680628272,
MDPE,OADNet_audio,s4_prevalence_inverse,,1.0,0.25,191,-0.003916268305637758,-0.004166666666666663,-0.00598633479399044,-0.0017693869034069358,0.0006,2.5431606021280377e-05,0.00018306973677066906,68,120,3,62.82722513089005,
MDPE,OADNet_audio,s4_prevalence_inverse,,1.0,0.5,191,-0.00661089612261932,-0.004166666666666685,-0.00800613191440929,-0.005191972076788832,0.0,3.0926325323734693e-15,1.5647461671951278e-14,38,138,15,72.25130890052355,
MDPE,OADNet_audio,s4_prevalence_inverse,,1.0,1.0,191,-0.012000151756582441,-0.008333333333333326,-0.01627594089081114,-0.00789888269216177,0.0,7.851090550972599e-07,7.370834538660162e-05,58,110,23,57.59162303664922,
MDPE,OADNet_audio,s4_prevalence_inverse,,1.0,2.0,191,-0.022778663024508695,-0.016666666666666653,-0.034820547841262615,-0.011521833978298814,0.0002,0.0009105405819455955,0.006223898536964392,73,111,7,58.1151832460733,
MDPE,OADNet_audio,s4_prevalence_inverse,,2.0,0.25,191,0.007584035207527126,-1.1102230246251566e-17,0.002133424861522119,0.013312371955383562,0.0088,0.10224256773191931,0.8843829672609315,93,96,2,50.26178010471204,
MDPE,OADNet_audio,s4_prevalence_inverse,,2.0,0.5,191,0.003632673192199711,-1.1102230246251566e-17,0.00019818461188254085,0.007232149631990287,0.0436,0.46217462982643687,0.30069693751806376,84,99,8,51.832460732984295,
MDPE,OADNet_audio,s4_prevalence_inverse,,2.0,1.0,191,-0.004270050838455118,0.0,-0.009729541315729572,0.0010585495864633135,0.1231,0.1772877050516276,0.880559917404093,87,90,14,47.12041884816754,
MDPE,OADNet_audio,s4_prevalence_inverse,,2.0,2.0,191,-0.020075498899764784,-0.016666666666666698,-0.03717286971697398,-0.003381800591850685,0.021,0.022715076419388757,0.08058113741204015,82,107,2,56.02094240837696,
MDPE,OADNet_audio,s4_prevalence_inverse,,3.0,0.25,191,0.029249658547689503,0.0020833333333333424,0.01936034600500797,0.039359563510129744,0.0,2.27695900212421e-05,0.3430902789249582,101,87,3,45.54973821989529,
MDPE,OADNet_audio,s4_prevalence_inverse,,3.0,0.5,191,0.02421750512178465,0.004166666666666674,0.017077097086273613,0.03183570927232719,0.0,7.724049154467198e-07,0.026306663874610302,107,76,8,39.79057591623037,0.0
MDPE,OADNet_audio,s4_prevalence_inverse,,3.0,1.0,191,0.01415319826997496,0.016666666666666653,0.008175885879050007,0.020147820396084676,0.0,1.0673434375304873e-06,2.6805234637092865e-07,124,55,12,28.79581151832461,
MDPE,OADNet_audio,s4_prevalence_inverse,,3.0,2.0,191,-0.005975415433644437,-0.008333333333333349,-0.02336861673875104,0.011393409970407461,0.5006,0.39452878552685644,0.18793326274141772,84,103,4,53.92670157068062,
MDPE,OADNet_audio,s4_prevalence_inverse,,5.0,0.25,191,0.07444608847408757,0.014583333333333342,0.055737288015023895,0.0935563088056757,0.0,4.0499480661353305e-08,0.12540008404533773,105,83,3,43.455497382198956,
MDPE,OADNet_audio,s4_prevalence_inverse,,5.0,0.5,191,0.06886524015479173,0.012500000000000034,0.053054528037028606,0.08535774243114046,0.0,2.6388849036820258e-11,3.356683146427528e-05,121,64,6,33.50785340314136,
MDPE,OADNet_audio,s4_prevalence_inverse,,5.0,1.0,191,0.057703543516200016,0.04166666666666667,0.04597081531223916,0.06985165794066318,0.0,6.30743494999814e-18,4.7572728085613036e-14,141,41,9,21.465968586387437,
MDPE,OADNet_audio,s4_prevalence_inverse,,5.0,2.0,191,0.03538015023901661,0.025,0.019584518931633668,0.051749279156233396,0.0,1.9457110386293212e-05,0.0005333992648071433,117,69,5,36.12565445026178,
MDPE,OADNet_audio,s4_prevalence_inverse,,10.0,0.25,191,0.199840181349116,0.05416666666666668,0.15547706104408526,0.24614188529099323,0.0,1.2558803991208995e-11,0.048643466997886096,108,80,3,41.8848167539267,
MDPE,OADNet_audio,s4_prevalence_inverse,,10.0,0.5,191,0.19282855300098645,0.05416666666666666,0.15285017831398437,0.23600469971166246,0.0,8.016463912201027e-15,2.2931910535192875e-06,126,61,4,31.93717277486911,
MDPE,OADNet_audio,s4_prevalence_inverse,,10.0,1.0,191,0.17880529630472722,0.06666666666666668,0.14385751005387357,0.21520904469231353,0.0,7.988547037269359e-23,6.339331068662102e-20,150,31,10,16.230366492146597,
MDPE,OADNet_audio,s4_prevalence_inverse,,10.0,2.0,191,0.15075878291220882,0.1333333333333333,0.124640289475681,0.17766916116549059,0.0,5.747944481806974e-21,9.628713725647099e-18,150,36,5,18.848167539267017,
SEUMLD,OADNet_text,s5_exact_budget_match,,1.0,0.25,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s5_exact_budget_match,,1.0,0.5,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s5_exact_budget_match,,1.0,1.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s5_exact_budget_match,,1.0,2.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s5_exact_budget_match,,2.0,0.25,76,0.0032075881909390917,-0.0019490254872563673,-0.0035790263998529545,0.010535971577576483,0.3694,0.894966326212415,0.42219110499231566,34,42,0,55.26315789473685,
SEUMLD,OADNet_text,s5_exact_budget_match,,2.0,0.5,76,-0.0059117804131991,-0.007681159420289829,-0.01301260820367257,0.0014143474426279144,0.1155,0.06045480956616281,0.007084252673880489,25,49,2,64.47368421052632,
SEUMLD,OADNet_text,s5_exact_budget_match,,2.0,1.0,76,-0.024150517621475492,-0.019758454106280188,-0.03327756722257472,-0.01518748850795125,0.0,8.794546321151667e-06,4.3689322062244415e-05,20,56,0,73.68421052631578,
SEUMLD,OADNet_text,s5_exact_budget_match,,2.0,2.0,76,-0.06062799203802826,-0.051219512195121976,-0.07590197664327618,-0.04622637376475857,0.0,5.763515501762853e-10,3.108521862394645e-10,11,64,1,84.21052631578947,
SEUMLD,OADNet_text,s5_exact_budget_match,,3.0,0.25,76,0.01734806728350829,0.0023772204806687515,0.0046987660234857455,0.030375863114539384,0.0099,0.13324184316247986,0.9087769252754927,39,37,0,48.68421052631579,
SEUMLD,OADNet_text,s5_exact_budget_match,,3.0,0.5,76,0.004813961197199156,-0.0067424242424242165,-0.008054811193666026,0.017884025734866943,0.4806,0.9463383415568286,0.566573442398685,35,41,0,53.94736842105263,0.4806
SEUMLD,OADNet_text,s5_exact_budget_match,,3.0,1.0,76,-0.020254250975419122,-0.01996047430830039,-0.0354689218804001,-0.005202246879313785,0.0109,0.017291472282762423,0.060370037339928545,28,45,3,59.210526315789465,
SEUMLD,OADNet_text,s5_exact_budget_match,,3.0,2.0,76,-0.07039067532065568,-0.0747093023255814,-0.09358751451783968,-0.048337796576145176,0.0,2.3456889861740323e-07,0.0007645817391550476,23,53,0,69.73684210526315,
SEUMLD,OADNet_text,s5_exact_budget_match,,5.0,0.25,76,0.04455354665495832,0.011812200956937788,0.022335158926518342,0.06876519449268687,0.0003,0.007787108383950831,0.42219110499231566,42,34,0,44.73684210526316,
SEUMLD,OADNet_text,s5_exact_budget_match,,5.0,0.5,76,0.02912847558592306,0.0015151515151515138,0.006285187258486687,0.053552325337826175,0.0175,0.11136246687351375,1.0,38,37,1,48.68421052631579,
SEUMLD,OADNet_text,s5_exact_budget_match,,5.0,1.0,76,-0.0017216665521474824,-0.018191214470284246,-0.027878164826360616,0.02516798060707431,0.9059,0.5666823351363618,0.6444639138942256,35,40,1,52.63157894736842,
SEUMLD,OADNet_text,s5_exact_budget_match,,5.0,2.0,76,-0.06342195082828857,-0.05122242098986285,-0.09911185788854394,-0.02808979978141229,0.0004,0.0022532843333861064,0.007905180027859783,26,50,0,65.78947368421053,
SEUMLD,OADNet_text,s5_exact_budget_match,,10.0,0.25,76,0.13341744348526824,0.05170289855072464,0.08481539817164416,0.18781684354219932,0.0,6.851510441580584e-05,0.13538510529943087,45,31,0,40.78947368421053,
SEUMLD,OADNet_text,s5_exact_budget_match,,10.0,0.5,76,0.11422035344461873,0.03430232558139535,0.0639543280573917,0.16965985619733104,0.0,0.0018771493415593408,0.42219110499231566,42,34,0,44.73684210526316,
