dataset,config,method,B,cost_ratio,C_rev,n_subjects,mean_delta,median_delta,ci_2.5,ci_97.5,permutation_p,wilcoxon_p,sign_p,n_positive,n_negative,n_zero,cs_wins_pct,holm_p
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,3.0,0.25,191,0.03106599514378936,0.018749999999999996,0.022729270999317087,0.03964096526671219,0.0,1.5990493908251598e-09,8.411757648898595e-05,123,68,0,35.602094240837694,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,3.0,0.5,191,0.02596080886258442,0.016666666666666663,0.019116397298732834,0.03315331208741178,0.0,2.47255346288828e-09,3.1079427703886866e-05,124,66,1,34.55497382198953,0.0
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,3.0,1.0,191,0.07664655891949312,0.07499999999999998,0.06530251726231126,0.08821809317854162,0.0,9.174212487570413e-23,5.263950007429619e-21,157,32,2,16.75392670157068,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,3.0,2.0,191,-0.05237309355793308,-0.049999999999999975,-0.06622296835875256,-0.03887021966765309,0.0,2.5199939672428004e-11,4.16237547111214e-08,56,131,4,68.58638743455498,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,5.0,0.25,191,0.10406043705895741,0.07291666666666669,0.0868478497989225,0.12190849315198422,0.0,1.783356809573282e-20,5.6083504267957344e-14,146,44,1,23.036649214659686,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,5.0,0.5,191,0.10146065710600197,0.07916666666666666,0.08549071913650502,0.11768303266560434,0.0,5.647417366855866e-23,8.427408773507358e-16,150,41,0,21.465968586387437,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,5.0,1.0,191,0.2085457925487518,0.19166666666666665,0.19305234653615597,0.2244234198345853,0.0,5.761982024189395e-33,1.2234945877497233e-55,190,1,0,0.5235602094240838,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,5.0,2.0,191,0.09754533727900447,0.09166666666666667,0.07513733970710981,0.1202500189695728,0.0,6.280410394817382e-14,1.2070197196411367e-12,144,47,0,24.60732984293194,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,10.0,0.25,191,0.3399935503452462,0.2854166666666667,0.29635786573336365,0.385261934232491,0.0,4.076709311393197e-28,3.929354205198247e-25,164,27,0,14.136125654450263,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,10.0,0.5,191,0.3196154867592382,0.2791666666666667,0.2784528416420063,0.3616119394491235,0.0,1.3584925572133456e-28,2.3208974086298676e-24,163,28,0,14.659685863874344,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,10.0,1.0,191,0.379949161544882,0.35,0.3475166458001365,0.41313533841717887,0.0,4.285308962119055e-33,6.372367644529809e-58,191,0,0,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.6,10.0,2.0,191,0.634124364519311,0.6500000000000001,0.5890958627361712,0.6781936224296228,0.0,7.858244756864649e-33,3.4977172149731774e-50,187,4,0,2.094240837696335,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,2.0,0.25,191,0.006787787389028001,0.002083333333333326,0.0007221597807117389,0.013236564800060703,0.0363,0.16889441360263158,0.8843829672609315,96,93,2,48.69109947643979,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,2.0,0.5,191,0.007488238864860766,0.004166666666666663,0.0031925079672205808,0.011955691820320209,0.0006,0.015428212105723512,0.305929643301142,101,86,4,45.0261780104712,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,2.0,1.0,191,-0.039623643675544426,-0.03333333333333335,-0.04633507853403141,-0.032904431292207305,0.0,2.834235891417657e-20,2.4541429975807847e-17,37,150,4,78.53403141361257,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,2.0,2.0,191,-0.23577661431064575,-0.225,-0.2544201475832764,-0.21771321799833065,0.0,4.269782802374025e-33,6.372367644529809e-58,0,191,0,100.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,3.0,0.25,191,0.03796997116624933,0.02291666666666667,0.025394104731011464,0.05166147374611124,0.0,9.533526414747855e-06,0.013677049688766813,113,78,0,40.83769633507853,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,3.0,0.5,191,0.036293535169587984,0.020833333333333315,0.02694053987404204,0.04581391323317398,0.0,5.141964891410663e-10,4.5004501516191556e-05,124,67,0,35.07853403141361,0.0
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,3.0,1.0,191,0.05002086653008576,0.049999999999999975,0.039989566734957134,0.06013738713104181,0.0,2.676784510930088e-18,1.5561729868184184e-17,149,36,6,18.848167539267017,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,3.0,2.0,191,-0.23662834812960012,-0.22500000000000003,-0.2550838929357311,-0.21845355300098643,0.0,4.3456457518387556e-33,1.2234945877497233e-55,1,190,0,99.47643979057592,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,5.0,0.25,191,0.12725073981333943,0.08541666666666665,0.10002728061689052,0.15533812077927003,0.0,5.5198810975031145e-14,6.60700474034927e-07,130,61,0,31.93717277486911,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,5.0,0.5,191,0.12780559981789208,0.0875,0.10546627209955231,0.15139559147128007,0.0,1.096382640352134e-19,3.5015598870232586e-10,138,52,1,27.225130890052355,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,5.0,1.0,191,0.20570035662796868,0.18333333333333332,0.1879922604142955,0.2239835628651643,0.0,6.194944164566062e-33,1.2234945877497233e-55,190,1,0,0.5235602094240838,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,5.0,2.0,191,-0.024588360270126713,-0.025000000000000022,-0.04150936148417938,-0.00817313529099326,0.0053,0.005740394798066525,0.002287461485179226,74,117,0,61.25654450261781,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,10.0,0.25,191,0.4072169739737462,0.3369565217391304,0.3423156394642993,0.47419182506259955,0.0,8.145859401729571e-22,3.669437586826548e-12,143,48,0,25.13089005235602,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,10.0,0.5,191,0.4042330601714849,0.33333333333333337,0.3446167197814705,0.4663034704833447,0.0,2.683647899377916e-25,1.3268681860238142e-15,149,41,1,21.465968586387437,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,10.0,1.0,191,0.4305277335154412,0.35,0.3831643618635708,0.4801215001138173,0.0,5.0182287393102944e-33,1.168501054977431e-53,189,2,0,1.0471204188481675,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.6,10.0,2.0,191,0.6030616890507626,0.5833333333333333,0.5603001934896427,0.6459927251688293,0.0,5.05916657816958e-33,1.168501054977431e-53,189,2,0,1.0471204188481675,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,0.25,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,0.5,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,1.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,2.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,0.25,76,0.0009835176939312763,2.4703557312252822e-05,-0.006342236050674809,0.008391333329346095,0.7956,0.8521430937068258,1.0,38,38,0,50.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,0.5,76,0.0038590409043026525,0.0011627906976744208,-0.009961734461298978,0.017785989029316565,0.5842,0.6669271470843049,1.0,38,37,1,48.68421052631579,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,1.0,76,-0.03867925397533948,-0.027525252525252526,-0.06346465690340573,-0.01439187825450401,0.0045,0.006132276603222453,0.06394991646706692,29,46,1,60.526315789473685,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,2.0,76,-0.1530636828624947,-0.12840501792114695,-0.18226877058385127,-0.12488471452420762,0.0,1.2640485956916064e-12,5.632907524806409e-13,8,68,0,89.47368421052632,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,0.25,76,-0.001858392667549246,-0.01117424242424243,-0.014964032266426548,0.01174791967251457,0.7956,0.422179352951243,0.10534226887460482,30,45,1,59.210526315789465,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,0.5,76,0.01755564832440174,0.01416666666666665,-0.003347280412365508,0.03893579065597357,0.1141,0.3126939404206569,0.42219110499231566,42,34,0,44.73684210526316,0.1314
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,1.0,76,0.015639141008716,0.02517482517482511,-0.029824001539014485,0.0640206958452591,0.5123,0.6561309471370123,0.7310088822226056,40,36,0,47.368421052631575,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,2.0,76,-0.18857426522760307,-0.16111111111111112,-0.23912536024171646,-0.1377777740135787,0.0,1.1779151569137586e-08,9.842847414734726e-08,15,61,0,80.26315789473685,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,0.25,76,0.018434752376450845,-0.001086956521739134,-0.005330057233508161,0.04297896590682184,0.1497,0.28037307300805503,0.9087769252754927,37,39,0,51.31578947368421,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,0.5,76,0.035091454882215295,0.028749999999999994,0.009326687920626981,0.06171782705250011,0.0107,0.03796255317230431,0.3556992390814873,42,33,1,43.42105263157895,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,1.0,76,0.11525501917345737,0.1026315789473684,0.04856004662983675,0.18536011971059513,0.0009,0.0034421395097653192,0.028626655508737896,48,28,0,36.84210526315789,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,2.0,76,-0.08724861168149747,-0.05048309178743956,-0.18989560640433792,0.015950079605726974,0.1038,0.130309593465742,0.48868297090314317,34,41,1,53.94736842105263,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,0.25,76,0.0987468232209937,0.05706521739130434,0.04768735384481302,0.15100311436669203,0.0004,0.002899046950959728,0.24804574189252784,43,32,1,42.10526315789473,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,0.5,76,0.11328567677465774,0.07717391304347826,0.06269543413428906,0.16603856019243304,0.0,0.0006101062187311281,0.24804574189252784,43,32,1,42.10526315789473,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,1.0,76,0.260005531440414,0.19777777777777777,0.17593669259081215,0.34681195996807807,0.0,6.253792839332203e-07,0.0001206291159979032,55,21,0,27.631578947368425,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,2.0,76,0.38111917294116276,0.3296640826873385,0.21967974799962456,0.551525841900318,0.0,6.559057067919039e-05,0.0001206291159979032,55,21,0,27.631578947368425,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,0.25,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,0.5,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,1.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,2.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,0.25,76,-0.011538757697706754,-0.011660079051383408,-0.02282720110171663,-0.00034658406379795773,0.0458,0.04240374281188421,0.20673684180839247,32,44,0,57.89473684210527,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,0.5,76,0.004297308043594658,-0.0026388888888888907,-0.013242885579879144,0.02306052192691128,0.6491,0.9052117318860153,0.7310088822226056,36,40,0,52.63157894736842,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,1.0,76,-0.05521972153618076,-0.06043478260869563,-0.0895635560374899,-0.020712571515507358,0.0024,0.002935630239455779,0.007905180027859783,26,50,0,65.78947368421053,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,2.0,76,-0.2242909585982011,-0.18357487922705318,-0.2645060073631239,-0.1846453192275943,0.0,2.3720517700614553e-13,7.747704489416678e-20,2,74,0,97.36842105263158,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,0.25,76,0.0015974053336578204,-0.005753968253968261,-0.018139169723342678,0.021554585111241274,0.8796,0.7718673381699871,0.566573442398685,35,41,0,53.94736842105263,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,0.5,76,0.030935996476381636,-0.0033333333333333383,0.00043529558721193515,0.0649926503932696,0.0657,0.41039479774181964,0.9087769252754927,37,39,0,51.31578947368421,0.1314
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,1.0,76,-0.003463737671102744,-0.034891304347826085,-0.05897981556184492,0.05381447492689339,0.9061,0.8285952318640296,0.48868297090314317,34,41,1,53.94736842105263,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,2.0,76,-0.2563244986241134,-0.2223458038422649,-0.3236612272594439,-0.19083356034274299,0.0,3.177503306781697e-09,3.807704084089984e-08,14,61,1,80.26315789473685,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,0.25,76,0.04987352834018113,0.008116883116883127,0.011484729672958422,0.08981257675013785,0.0159,0.1018293501787797,0.566573442398685,41,35,0,46.05263157894737,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,0.5,76,0.06585129049072751,0.009758454106280234,0.026105899684415193,0.10770967473786415,0.0022,0.021081902790550177,1.0,38,38,0,50.0,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,1.0,76,0.15712340595167015,0.1431578947368421,0.08363241825973672,0.23218226254592952,0.0002,0.00017612749869216167,0.0038362357516146263,51,25,0,32.89473684210527,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,2.0,76,-0.11919810126563953,-0.13522727272727272,-0.23383066994411333,-0.006305192388218677,0.0445,0.04293432991868728,0.13538510529943087,31,45,0,59.210526315789465,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,0.25,76,0.2074398971868526,0.05158119658119659,0.11615786341476371,0.3060340120881897,0.0,0.001117469826324887,0.42219110499231566,42,34,0,44.73684210526316,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,0.5,76,0.21227951570491554,0.07017094017094018,0.12521215918103812,0.30474461632569533,0.0,0.00022754381922202157,0.20673684180839247,44,32,0,42.10526315789473,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,1.0,76,0.4253430188572644,0.267816091954023,0.2797020017712488,0.5832175686849153,0.0,8.366113449544174e-07,9.612986582365388e-05,54,20,2,26.31578947368421,
SEUMLD,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,2.0,76,0.4567504326277301,0.38680057388809186,0.26419637385537637,0.6553851907768405,0.0,8.922260630959412e-05,0.005228243004014281,50,25,1,32.89473684210527,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,0.25,191,0.0013866757720616134,-0.004166666666666663,-0.002141735905607405,0.005079589213900904,0.452,0.9978808233970524,0.3827845942503983,88,101,2,52.879581151832454,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,0.5,191,0.0050620305030730705,0.004166666666666663,0.0017629609606191674,0.008399821686015631,0.0034,0.015103245078265578,0.03224242343593865,107,77,7,40.31413612565445,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,1.0,191,0.01402041126033842,0.016666666666666642,0.006716936034600503,0.021206417406479997,0.0001,0.00038501984316433393,0.0025505192526799423,114,72,5,37.696335078534034,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,2.0,2.0,191,-0.03325935199939297,-0.033333333333333284,-0.04222247514985963,-0.024326295621822605,0.0,5.1043102508010304e-11,1.5992185050097216e-07,58,130,3,68.06282722513089,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,0.25,191,0.016824114120949994,0.008333333333333331,0.010312322160254954,0.02352968026785036,0.0,9.417644754605173e-05,0.21735618793934322,104,86,1,45.0261780104712,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,0.5,191,0.018428939980271643,0.012499999999999978,0.012940734312163292,0.024209988428560588,0.0,1.0169813093054004e-07,0.006807458166266356,113,75,3,39.26701570680628,0.0
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,1.0,191,0.07664655891949312,0.07499999999999998,0.0653386542985052,0.08789409287502845,0.0,9.174212487570413e-23,5.263950007429619e-21,157,32,2,16.75392670157068,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,3.0,2.0,191,-0.05237309355793308,-0.049999999999999975,-0.0662191270202595,-0.03870513696031566,0.0,2.5199939672428004e-11,4.16237547111214e-08,56,131,4,68.58638743455498,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,0.25,191,0.07317228166021701,0.04791666666666667,0.05916554034828135,0.08821160795583881,0.0,3.5006009970757907e-16,1.4704952699915297e-08,134,56,1,29.31937172774869,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,0.5,191,0.06549719250322482,0.04166666666666667,0.05301592495636998,0.07866098527961149,0.0,1.0040120305957003e-16,5.998182283273944e-09,135,55,1,28.79581151832461,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,1.0,191,0.19495409363381133,0.18333333333333338,0.18333707982396236,0.20670394187722893,0.0,4.2639828400438635e-33,6.372367644529809e-58,191,0,0,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,5.0,2.0,191,0.09754533727900447,0.09166666666666667,0.07548723347750208,0.12017855110402914,0.0,6.280410394817382e-14,1.2070197196411367e-12,144,47,0,24.60732984293194,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,0.25,191,0.23900713255937475,0.1791666666666667,0.2022559445898778,0.27696931434479094,0.0,5.377158682027546e-24,2.2628543764037026e-16,151,40,0,20.94240837696335,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,0.5,191,0.23392708096213674,0.18333333333333335,0.19944864936641626,0.2693845084983686,0.0,3.0375274422842817e-25,5.8615484011661634e-18,153,37,1,19.3717277486911,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,1.0,191,0.3109757948251005,0.2916666666666665,0.2883120874117915,0.33380197662948624,0.0,4.276052736732884e-33,6.372367644529809e-58,191,0,0,0.0,
MDPE,OADNet_text,s2_oracle_scalar_alpha,0.7,10.0,2.0,191,0.638506335837317,0.6500000000000001,0.5966059166097579,0.68287811100994,0.0,5.6905110954904776e-33,7.401326592827326e-52,188,3,0,1.5706806282722512,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,0.25,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,0.5,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,1.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,1.0,2.0,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,0.25,191,0.00450479930191972,-0.004166666666666663,-0.0010020676834357697,0.010154222626906437,0.118,0.7485270093682024,0.27391998687270525,86,102,3,53.403141361256544,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,0.5,191,0.007630510660899916,2.2204460492503132e-17,0.0034637017224372086,0.012111147469458987,0.0003,0.013447506193874878,0.23937768210630603,101,84,6,43.97905759162304,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,1.0,191,-0.039623643675544426,-0.03333333333333335,-0.04647374611123757,-0.03299373055618788,0.0,2.834235891417657e-20,2.4541429975807847e-17,37,150,4,78.53403141361257,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,2.0,2.0,191,-0.23577661431064575,-0.225,-0.2541890033386448,-0.21769050193489642,0.0,4.269782802374025e-33,6.372367644529809e-58,0,191,0,100.0,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,0.25,191,0.03278179300402155,0.010416666666666657,0.02143040063737765,0.045108008005159725,0.0,7.888816778976576e-05,0.3852883963184292,102,89,0,46.596858638743456,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,0.5,191,0.03385309962819637,0.016666666666666673,0.025256041808938458,0.04295946676530845,0.0,3.198180754847935e-09,0.002287461485179226,117,74,0,38.7434554973822,0.0
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,1.0,191,0.0522023674026861,0.05,0.04273085970103953,0.06211600842249033,0.0,1.0934072250375547e-19,4.943811792912209e-21,155,31,5,16.230366492146597,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,3.0,2.0,191,-0.23662834812960012,-0.22500000000000003,-0.25499478336747855,-0.21862209765536078,0.0,4.3456457518387556e-33,1.2234945877497233e-55,1,190,0,99.47643979057592,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,0.25,191,0.1019410615372942,0.06458333333333335,0.0789677588398209,0.1256501109720009,0.0,3.1341905873490193e-12,0.004537135222797169,115,75,1,39.26701570680628,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,0.5,191,0.09845872220957583,0.06666666666666665,0.07899861996357842,0.11801938690340692,0.0,6.379946512084536e-16,4.5004501516191556e-05,124,67,0,35.07853403141361,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,1.0,191,0.18771909856590033,0.175,0.1732917425449579,0.20255951703467637,0.0,4.991693324864762e-33,7.401326592827326e-52,188,3,0,1.5706806282722512,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,5.0,2.0,191,-0.024588360270126713,-0.025000000000000022,-0.0412739965095986,-0.008261865467789686,0.0049,0.005740394798066525,0.002287461485179226,74,117,0,61.25654450261781,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,0.25,191,0.3168563623947189,0.19583333333333336,0.26006274186205325,0.3740431154677897,0.0,1.2695350846914576e-17,6.60700474034927e-07,130,61,0,31.93717277486911,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,0.5,191,0.31500588056756956,0.2166666666666667,0.2639018040063738,0.3690526121101753,0.0,1.5669656760371077e-20,1.0351567491594565e-08,135,56,0,29.31937172774869,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,1.0,191,0.36200773958570454,0.2833333333333333,0.32409994119432434,0.40144624023067,0.0,6.304020567468194e-33,1.168501054977431e-53,189,2,0,1.0471204188481675,
MDPE,OADNet_audio,s2_oracle_scalar_alpha,0.7,10.0,2.0,191,0.5943755216632521,0.5666666666666668,0.5528028018059034,0.6371179528037029,0.0,4.977926663674253e-33,7.401326592827326e-52,188,3,0,1.5706806282722512,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,0.25,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,0.5,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,1.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,1.0,2.0,76,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,76,0.0,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,0.25,76,-0.004931492191639062,-0.007213438735177868,-0.009597013548163003,-8.585587455097169e-05,0.0467,0.011862983343205983,0.0010795155066662817,23,52,1,68.42105263157895,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,0.5,76,0.004114917411487521,-0.0012500000000000065,-0.009364598977827241,0.01746315146326286,0.5532,0.7816033526773496,0.6444639138942256,35,40,1,52.63157894736842,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,1.0,76,-0.03867925397533948,-0.027525252525252526,-0.06295930404516535,-0.013690854221108857,0.0025,0.006132276603222453,0.06394991646706692,29,46,1,60.526315789473685,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,2.0,2.0,76,-0.1530636828624947,-0.12840501792114695,-0.18206584175798982,-0.12492694757791918,0.0,1.2640485956916064e-12,5.632907524806409e-13,8,68,0,89.47368421052632,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,0.25,76,-0.005052647988703029,-0.008522727272727262,-0.012488267262198373,0.0029476268180848174,0.2103,0.043200843929880633,0.028626655508737896,28,48,0,63.1578947368421,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,0.5,76,0.014298088187769991,0.0047222222222222275,-0.0031104123709374872,0.03282838967995841,0.128,0.370747179548631,0.6444639138942256,40,35,1,46.05263157894737,0.256
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,1.0,76,0.015639141008716,0.02517482517482511,-0.030529765288249276,0.06209740847486473,0.5193,0.6561309471370123,0.7310088822226056,40,36,0,47.368421052631575,
SEUMLD,OADNet_text,s2_oracle_scalar_alpha,0.8,3.0,2.0,76,-0.18857426522760307,-0.16111111111111112,-0.23847716439613073,-0.13830237368293974,0.0,1.1779151569137586e-08,9.842847414734726e-08,15,61,0,80.26315789473685,
