C_rev,alpha_lie,alpha_total,alpha_truth,auto_rate,cost_decomp_residual,coverage,err_per_auto,expected_cost,fn_rate,fold,fp_rate,k_lie,k_truth,method,n_fn,n_fp,n_lie,n_lie_calib,n_reject,n_singleton,n_test,n_truth,n_truth_calib,qhat_lie,qhat_truth,r,reject_rate,seed
0.5,0.05,0.1,0.1,0.2637444279346211,0.0,0.924962852897474,0.28450704225352114,0.47213967310549776,0.05652173913043478,0,0.09451219512195122,195,185,cs_mondrian,39,62,690,204,991,355,1346,656,204,0.675582524847569,0.663096973431724,2.0,0.736255572065379,42
0.5,0.1,0.1,0.1,0.3491827637444279,0.0,0.887815750371471,0.32127659574468087,0.5037147102526003,0.1289855072463768,0,0.09451219512195122,185,185,mondrian,89,62,690,204,876,470,1346,656,204,0.6185494435698531,0.663096973431724,2.0,0.6508172362555721,42
0.5,0.02,0.1,0.1,0.17459138187221396,0.0,0.9479940564635958,0.2978723404255319,0.48848439821693906,0.011594202898550725,0,0.09451219512195122,201,185,cs_mondrian,8,62,690,204,1111,235,1346,656,204,0.7863063079888375,0.663096973431724,5.0,0.825408618127786,42
0.5,0.1,0.1,0.1,0.3491827637444279,0.0,0.887815750371471,0.32127659574468087,0.7020802377414561,0.1289855072463768,0,0.09451219512195122,185,185,mondrian,89,62,690,204,876,470,1346,656,204,0.6185494435698531,0.663096973431724,5.0,0.6508172362555721,42
0.5,0.01,0.1,0.1,0.17310549777117384,0.0,0.9479940564635958,0.30042918454935624,0.5189450222882616,0.011594202898550725,0,0.09451219512195122,203,185,cs_mondrian,8,62,690,204,1113,233,1346,656,204,0.7911328145267483,0.663096973431724,10.0,0.8268945022288261,42
0.5,0.1,0.1,0.1,0.3491827637444279,0.0,0.887815750371471,0.32127659574468087,1.0326894502228827,0.1289855072463768,0,0.09451219512195122,185,185,mondrian,89,62,690,204,876,470,1346,656,204,0.6185494435698531,0.663096973431724,10.0,0.6508172362555721,42
0.5,0.03333333333333333,0.1,0.1,0.2158273381294964,0.0,0.9287769784172661,0.33,0.4920863309352518,0.028368794326241134,0,0.11532846715328467,199,185,cs_mondrian,20,79,705,204,1090,300,1390,685,204,0.7401133462240135,0.6460841605803201,3.0,0.7841726618705036,123
0.5,0.1,0.1,0.1,0.33741007194244604,0.0,0.8899280575539569,0.326226012793177,0.547841726618705,0.1049645390070922,0,0.11532846715328467,185,185,mondrian,74,79,705,204,921,469,1390,685,204,0.6471722155056074,0.6460841605803201,3.0,0.662589928057554,123
0.5,0.1,0.1,0.1,0.33741007194244604,0.0,0.8899280575539569,0.326226012793177,0.44136690647482013,0.1049645390070922,0,0.11532846715328467,185,185,cs_mondrian,74,79,705,204,921,469,1390,685,204,0.6471722155056074,0.6460841605803201,1.0,0.662589928057554,123
0.5,0.1,0.1,0.1,0.33741007194244604,0.0,0.8899280575539569,0.326226012793177,0.44136690647482013,0.1049645390070922,0,0.11532846715328467,185,185,mondrian,74,79,705,204,921,469,1390,685,204,0.6471722155056074,0.6460841605803201,1.0,0.662589928057554,123
0.5,0.05,0.1,0.1,0.2446043165467626,0.0,0.918705035971223,0.3323529411764706,0.48345323741007196,0.04822695035460993,0,0.11532846715328467,195,185,cs_mondrian,34,79,705,204,1050,340,1390,685,204,0.7172710103752225,0.6460841605803201,2.0,0.7553956834532374,123
0.5,0.1,0.1,0.1,0.33741007194244604,0.0,0.8899280575539569,0.326226012793177,0.49460431654676257,0.1049645390070922,0,0.11532846715328467,185,185,mondrian,74,79,705,204,921,469,1390,685,204,0.6471722155056074,0.6460841605803201,2.0,0.662589928057554,123
0.5,0.02,0.1,0.1,0.20071942446043164,0.0,0.9359712230215828,0.31899641577060933,0.49244604316546764,0.014184397163120567,0,0.11532846715328467,201,185,cs_mondrian,10,79,705,204,1111,279,1390,685,204,0.7625783400499538,0.6460841605803201,5.0,0.7992805755395683,123
0.5,0.1,0.1,0.1,0.33741007194244604,0.0,0.8899280575539569,0.326226012793177,0.6543165467625899,0.1049645390070922,0,0.11532846715328467,185,185,mondrian,74,79,705,204,921,469,1390,685,204,0.6471722155056074,0.6460841605803201,5.0,0.662589928057554,123
0.5,0.01,0.1,0.1,0.19568345323741007,0.0,0.9366906474820144,0.3235294117647059,0.5237410071942447,0.01276595744680851,0,0.11532846715328467,203,185,cs_mondrian,9,79,705,204,1118,272,1390,685,204,0.7722518187340058,0.6460841605803201,10.0,0.8043165467625899,123
0.5,0.1,0.1,0.1,0.33741007194244604,0.0,0.8899280575539569,0.326226012793177,0.9205035971223021,0.1049645390070922,0,0.11532846715328467,185,185,mondrian,74,79,705,204,921,469,1390,685,204,0.6471722155056074,0.6460841605803201,10.0,0.662589928057554,123
0.5,0.03333333333333333,0.1,0.1,0.1795827123695976,0.0,0.9500745156482862,0.27800829875518673,0.4780178837555887,0.017518248175182483,0,0.0837138508371385,199,185,cs_mondrian,12,55,685,204,1101,241,1342,657,204,0.7412139701557936,0.6661067732684507,3.0,0.8204172876304023,2024
0.5,0.1,0.1,0.1,0.26527570789865873,0.0,0.9277198211624441,0.27247191011235955,0.5022354694485842,0.061313868613138686,0,0.0837138508371385,185,185,mondrian,42,55,685,204,986,356,1342,657,204,0.6627256878439909,0.6661067732684507,3.0,0.7347242921013413,2024
0.5,0.1,0.1,0.1,0.26527570789865873,0.0,0.9277198211624441,0.27247191011235955,0.4396423248882265,0.061313868613138686,0,0.0837138508371385,185,185,cs_mondrian,42,55,685,204,986,356,1342,657,204,0.6627256878439909,0.6661067732684507,1.0,0.7347242921013413,2024
0.5,0.1,0.1,0.1,0.26527570789865873,0.0,0.9277198211624441,0.27247191011235955,0.4396423248882265,0.061313868613138686,0,0.0837138508371385,185,185,mondrian,42,55,685,204,986,356,1342,657,204,0.6627256878439909,0.6661067732684507,1.0,0.7347242921013413,2024
0.5,0.05,0.1,0.1,0.21609538002980627,0.0,0.9374068554396423,0.2896551724137931,0.4761549925484352,0.042335766423357665,0,0.0837138508371385,195,185,cs_mondrian,29,55,685,204,1052,290,1342,657,204,0.7011068455395917,0.6661067732684507,2.0,0.7839046199701938,2024
0.5,0.1,0.1,0.1,0.26527570789865873,0.0,0.9277198211624441,0.27247191011235955,0.47093889716840537,0.061313868613138686,0,0.0837138508371385,185,185,mondrian,42,55,685,204,986,356,1342,657,204,0.6627256878439909,0.6661067732684507,2.0,0.7347242921013413,2024
