dataset,config,cost_ratio,C_rev,eps_hum,n_subjects,mean_delta,median_delta,ci_2.5,ci_97.5,permutation_p,wilcoxon_p,sign_p,n_positive,n_negative,n_zero,cs_wins_pct,holm_p
MDPE,OADNet_text,2.0,1.0,0.2,191,0.045435920783063966,0.040000000000000015,0.04118364443432734,0.04967342931937172,0.0,2.6395848890391285e-32,9.262560194799192e-44,181,8,2,4.18848167539267,
MDPE,OADNet_text,2.0,2.0,0.2,191,0.10981865088398206,0.10166666666666684,0.10195158965020107,0.11782543250625993,0.0,6.257936668947638e-33,1.2744735289059618e-57,190,0,1,0.0,
MDPE,OADNet_text,3.0,0.25,0.2,191,-0.021650257986190146,-0.013333333333333353,-0.027748838113665682,-0.015699562277107518,0.0,1.148428779746464e-08,0.00048245230382587854,71,120,0,62.82722513089005,
MDPE,OADNet_text,3.0,0.5,0.2,191,0.0016903786326731899,0.007499999999999995,-0.0038909486683359903,0.007405593178541614,0.556,0.24652459253594206,0.11117576581299059,107,84,0,43.97905759162304,1.0
MDPE,OADNet_text,3.0,1.0,0.2,191,0.04837165187039987,0.046666666666666634,0.042456844221868136,0.05421578837544578,0.0,7.0088263802125755e-28,7.905290080352722e-31,170,20,1,10.471204188481675,
MDPE,OADNet_text,3.0,2.0,0.2,191,0.14173419834585327,0.13391304347826066,0.1321290594885803,0.15158212876546018,0.0,4.290872046705662e-33,6.372367644529809e-58,191,0,0,0.0,
MDPE,OADNet_text,5.0,0.25,0.2,191,-0.07602350330070566,-0.053750000000000034,-0.09043395031868881,-0.062244415832005455,0.0,5.658423765727531e-18,8.768926359558217e-11,51,140,0,73.29842931937172,
MDPE,OADNet_text,5.0,0.5,0.2,191,-0.04585002655740192,-0.029166666666666653,-0.05916687058957431,-0.032897682866681835,0.0,2.8027797516005334e-08,0.002837056046486533,74,116,1,60.73298429319372,
MDPE,OADNet_text,5.0,1.0,0.2,191,0.014496926929205563,0.019999999999999997,0.002350756885954936,0.02599704074664239,0.019,0.002896948254041401,0.0008276083957788162,119,72,0,37.696335078534034,
MDPE,OADNet_text,5.0,2.0,0.2,191,0.13519083390242057,0.1283333333333334,0.12206426891266414,0.14870025229531836,0.0,1.4860374659159321e-31,1.5637040035956178e-40,180,11,0,5.7591623036649215,
MDPE,OADNet_text,10.0,0.25,0.2,191,-0.22496168146293344,-0.1908333333333331,-0.2581763838303361,-0.1934415168070415,0.0,2.921719454682005e-25,5.890349705676008e-17,39,152,0,79.58115183246073,
MDPE,OADNet_text,10.0,0.5,0.2,191,-0.18726914029896044,-0.14499999999999996,-0.21951316962592,-0.15598031432582135,0.0,7.91342307384988e-21,3.669437586826548e-12,48,143,0,74.86910994764398,
MDPE,OADNet_text,10.0,1.0,0.2,191,-0.11188405797101443,-0.07333333333333343,-0.14116430495485238,-0.08334810114576216,0.0,4.1300883518273173e-10,0.00027535864865410955,70,121,0,63.35078534031413,
MDPE,OADNet_text,10.0,2.0,0.2,191,0.0388861066848775,0.06666666666666657,0.013169104256772183,0.06412978033234694,0.002,0.0006626414923819217,0.00048245230382587854,120,71,0,37.17277486910995,
MDPE,OADNet_audio,1.0,0.25,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,0.5,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,1.0,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,1.0,2.0,0.2,191,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,191,0.0,
MDPE,OADNet_audio,2.0,0.25,0.2,191,-0.004046209879353516,0.0,-0.006800108126564989,-0.0013836287844297766,0.0031,0.05305125302960725,1.0,73,73,45,38.21989528795812,
MDPE,OADNet_audio,2.0,0.5,0.2,191,0.007675089156992184,0.005833333333333313,0.0050652553304499585,0.01039000493208893,0.0,5.77829374900141e-08,4.3994527618805575e-07,106,44,41,23.036649214659686,
MDPE,OADNet_audio,2.0,1.0,0.2,191,0.031117687229683576,0.019999999999999997,0.026056225813794666,0.036365837696335064,0.0,1.6925603924005407e-25,8.25930585661039e-34,142,7,42,3.664921465968586,
MDPE,OADNet_audio,2.0,2.0,0.2,191,0.0780028833750664,0.058333333333333307,0.06630154981409819,0.09025003793914561,0.0,2.2907509031982145e-26,1.401298464324817e-45,150,0,41,0.0,
MDPE,OADNet_audio,3.0,0.25,0.2,191,-0.022319409666894306,0.0,-0.028311349969648684,-0.01643517859852797,0.0,7.375622771941418e-10,0.009453836147291133,60,93,38,48.69109947643979,
MDPE,OADNet_audio,3.0,0.5,0.2,191,-0.005773199787540782,0.0,-0.010479958646331281,-0.0011891740648000606,0.0171,0.09666039774553592,1.0,77,76,38,39.79057591623037,0.0684
MDPE,OADNet_audio,3.0,1.0,0.2,191,0.027319219971166278,0.020000000000000018,0.022288062447833695,0.032705193869034095,0.0,2.3357537817172075e-20,2.5441093918760216e-19,130,23,38,12.041884816753926,
MDPE,OADNet_audio,3.0,2.0,0.2,191,0.09350405948858033,0.07333333333333329,0.08022027467941426,0.10734113931254269,0.0,7.798663851155726e-27,2.0637623133343743e-42,151,2,38,1.0471204188481675,
MDPE,OADNet_audio,5.0,0.25,0.2,191,-0.06644946505804689,-0.01750000000000007,-0.08157363988162986,-0.052389774926018665,0.0,3.04170147101058e-16,6.327895315902094e-07,46,108,37,56.54450261780105,
MDPE,OADNet_audio,5.0,0.5,0.2,191,-0.046103649745807725,0.0,-0.058171432771833974,-0.034313092799150166,0.0,5.298555042899006e-10,0.009453836147291133,60,93,38,48.69109947643979,
MDPE,OADNet_audio,5.0,1.0,0.2,191,-0.005412019121329384,0.0,-0.013908604598224445,0.002735061461415892,0.2086,0.48080556312989786,0.4189205249064939,82,71,38,37.17277486910995,
MDPE,OADNet_audio,5.0,2.0,0.2,191,0.07597124212762729,0.058333333333333307,0.06505269747325289,0.08756852758175886,0.0,2.0230080166806825e-25,3.2616556432290254e-35,147,7,37,3.664921465968586,
MDPE,OADNet_audio,10.0,0.25,0.2,191,-0.18324844449503003,-0.05708333333333333,-0.21998085732984296,-0.14803174320889292,0.0,3.051106357524055e-20,1.9815804011750467e-09,40,114,37,59.68586387434554,
MDPE,OADNet_audio,10.0,0.5,0.2,191,-0.16012880339934749,-0.04499999999999997,-0.19453240951513776,-0.12746605394946506,0.0,8.225728696086906e-18,2.615376985325889e-07,45,109,37,57.06806282722513,
MDPE,OADNet_audio,10.0,1.0,0.2,191,-0.11388952120798239,-0.008333333333333304,-0.14167924349343652,-0.0875221280066773,0.0,2.374532134486958e-11,0.0015876769917063992,57,97,37,50.78534031413613,
MDPE,OADNet_audio,10.0,2.0,0.2,191,-0.02141095682525228,0.0,-0.03855634911601789,-0.004175515972380305,0.0172,0.05313888047208301,0.9358089200203937,78,76,37,39.79057591623037,
