dataset,config,fold,seed,method,cost_ratio,C_rev,alpha_truth,alpha_lie,q_truth,q_lie,n_test,n_truth,n_lie,n_reject,n_accept,n_singleton,n_empty,n_ambiguous,n_fp,n_fn,n_tp,n_tn,fp_rate,fn_rate,reject_rate,empty_set_rate,decision_coverage,acceptance_rate,label_coverage,label_coverage_truth,label_coverage_lie,total_cost,expected_cost
SEUMLD,OADNet_text,0,7,split_conformal,5.0,2.0,0.1,0.1,0.8366016745567322,0.8366016745567322,653,431,222,396,257,257,0,396,18,55,23,161,0.04176334106728538,0.24774774774774774,0.6064318529862175,0.0,0.39356814701378257,0.39356814701378257,0.888208269525268,0.9582366589327146,0.7522522522522522,1085.0,1.66156202143951
SEUMLD,OADNet_text,0,7,split_conformal,10.0,0.25,0.1,0.1,0.8366016745567322,0.8366016745567322,653,431,222,396,257,257,0,396,18,55,23,161,0.04176334106728538,0.24774774774774774,0.6064318529862175,0.0,0.39356814701378257,0.39356814701378257,0.888208269525268,0.9582366589327146,0.7522522522522522,667.0,1.0214395099540583
SEUMLD,OADNet_text,0,7,split_conformal,10.0,0.5,0.1,0.1,0.8366016745567322,0.8366016745567322,653,431,222,396,257,257,0,396,18,55,23,161,0.04176334106728538,0.24774774774774774,0.6064318529862175,0.0,0.39356814701378257,0.39356814701378257,0.888208269525268,0.9582366589327146,0.7522522522522522,766.0,1.1730474732006126
SEUMLD,OADNet_text,0,7,split_conformal,10.0,1.0,0.1,0.1,0.8366016745567322,0.8366016745567322,653,431,222,396,257,257,0,396,18,55,23,161,0.04176334106728538,0.24774774774774774,0.6064318529862175,0.0,0.39356814701378257,0.39356814701378257,0.888208269525268,0.9582366589327146,0.7522522522522522,964.0,1.4762633996937213
SEUMLD,OADNet_text,0,7,split_conformal,10.0,2.0,0.1,0.1,0.8366016745567322,0.8366016745567322,653,431,222,396,257,257,0,396,18,55,23,161,0.04176334106728538,0.24774774774774774,0.6064318529862175,0.0,0.39356814701378257,0.39356814701378257,0.888208269525268,0.9582366589327146,0.7522522522522522,1360.0,2.082695252679939
SEUMLD,OADNet_text,0,7,mondrian,1.0,0.25,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,178.0,0.2725880551301684
SEUMLD,OADNet_text,0,7,mondrian,1.0,0.5,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,286.0,0.43797856049004597
SEUMLD,OADNet_text,0,7,mondrian,1.0,1.0,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,502.0,0.7687595712098009
SEUMLD,OADNet_text,0,7,mondrian,1.0,2.0,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,934.0,1.430321592649311
SEUMLD,OADNet_text,0,7,mondrian,2.0,0.25,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,209.0,0.32006125574272587
SEUMLD,OADNet_text,0,7,mondrian,2.0,0.5,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,317.0,0.48545176110260335
SEUMLD,OADNet_text,0,7,mondrian,2.0,1.0,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,533.0,0.8162327718223583
SEUMLD,OADNet_text,0,7,mondrian,2.0,2.0,0.1,0.1,0.5787913203239441,0.9311169683933258,653,431,222,432,221,221,0,432,39,31,41,110,0.09048723897911833,0.13963963963963963,0.6615620214395099,0.0,0.33843797856049007,0.33843797856049007,0.892802450229709,0.9095127610208816,0.8603603603603603,965.0,1.4777947932618682
